Event ID Number,Division Name,Event Name,Upload Type,Report ,Context Box,Score Sheet,Additional Documents,Convention Type,EventGrpName,EventGender,GroupEvent,MinNo,MaxNo
900,Platform,Puppets,Video ,No,Yes,No,Yes,1,2,,TRUE,1,3
901,Platform,Dramatic Dialogue,Video ,No,Yes,No,Yes,1,2,,TRUE,2,2
902,Platform,Mime Solo,Video,No,Yes,No,Yes,1,2,,FALSE,1,1
903,Platform,Mime Group,Video,No,Yes,No,Yes,1,2,,TRUE,2,5
906,Platform,Oratory (Male),Video,No,No,No,Yes,1,2,M,FALSE,1,1
907,Platform,Dramatic Monologue (Male),Video,No,No ,No,Yes,1,2,M,FALSE,1,1
908,Platform,Expressive Reading (Male),Video ,No,No,No,Yes,1,2,M,FALSE,1,1
909,Platform,Dramatic Narrative (Male),Video ,No,No,No,Yes,0,2,M,FALSE,1,1
910,Platform,Poetry Recitation (Male),Video,No,No,No,Yes,1,2,M,FALSE,1,1
911,Platform,Illustrated Storytelling (Male),Video,No,Yes,No,Yes,1,2,M,FALSE,1,1
912,Platform,Ventriloquism (Male),Video,No,Yes,No,Yes,0,2,M,FALSE,1,1
913,Platform,Clown Act (Male),Video,No,Yes,No,Yes,1,2,M,FALSE,1,1
914,Platform,Famous Speech (Male),Video ,Yes,No,No,Yes,1,2,M,FALSE,1,1
915,Platform,Preaching (Male),Video ,No,No,No,Yes,1,2,M,FALSE,1,1
920,Platform,Oratory (Female),Video ,No,No ,No,Yes,1,2,F,FALSE,1,1
921,Platform,Dramatic Monologue (Female),Video ,No,No,No,Yes,1,2,F,FALSE,1,1
922,Platform,Expressive Reading (Female),Video,No,No,No,Yes,1,2,F,FALSE,1,1
923,Platform,Dramatic Narrative (Female),Video,No,No,No,Yes,0,2,F,FALSE,1,1
924,Platform,Poetry Recitation (Female),Video,No,No,No,Yes,1,2,F,FALSE,1,1
925,Platform,Illustrated Storytelling (Female),Video,No,Yes,No,Yes,1,2,F,FALSE,1,1
926,Platform,Ventriloquism (Female),Video ,No,Yes,No,Yes,0,2,F,FALSE,1,1
927,Platform,Clown Act (Female),Video ,No,Yes,No,Yes,1,2,F,FALSE,1,1
928,Platform,Famous Speech (Female),Video,Yes,No,No,Yes,1,2,F,FALSE,1,1
929,Platform,Preaching (Female),Video,No,No,No,Yes,1,2,F,FALSE,1,1
950,Platform,Puppets,Video,No,Yes,No,Yes,1,4,,TRUE,1,3
951,Platform,Dramatic Dialogue,Video,No,No,No,Yes,1,4,,TRUE,2,2
952,Platform,Mime Solo,Video ,No,Yes,No,Yes,1,4,,FALSE,1,1
953,Platform,Mime Group ,Video ,No,Yes,No,Yes,1,4,,TRUE,2,5
954,Platform,One-Act Play,Video ,No,Yes,No,Yes,1,4,,TRUE,3,5
956,Platform,Oratory (Male),Video ,No,No,No,Yes,1,4,M,FALSE,1,1
957,Platform,Dramatic Monologue (Male),Video,No,No,No,Yes,1,4,M,FALSE,1,1
958,Platform,Expressive Reading (Male),Video,No,No,No,Yes,1,4,M,FALSE,1,1
959,Platform,Dramatic Narrative (Male),Video,No,No,No,Yes,0,4,M,FALSE,1,1
960,Platform,Poetry Recitation (Male),Video,No,No ,No,Yes,1,4,M,FALSE,1,1
961,Platform,Illustrated Storytelling (Male),Video ,No,Yes,No,Yes,1,4,M,FALSE,1,1
962,Platform,Ventriloquism (Male),Video ,No,Yes,No,Yes,0,4,M,FALSE,1,1
963,Platform,Clown Act (Male),Video,No,Yes,No,Yes,1,4,M,FALSE,1,1
964,Platform,Famous Speech (Male),Video,Yes,No,No,Yes,1,4,M,FALSE,1,1
965,Platform,Preaching (Male),Video,No,No,No,Yes,1,4,M,FALSE,1,1
970,Platform,Oratory (Female),Video,No,No,No,Yes,1,4,F,FALSE,1,1
971,Platform,Dramatic Monologue (Female),Video ,No,No,No,Yes,1,4,F,FALSE,1,1
972,Platform,Expressive Reading (Female),Video ,No,No,No,Yes,1,4,F,FALSE,1,1
973,Platform,Dramatic Narrative (Female),Video ,No,No,No,Yes,0,4,F,FALSE,1,1
974,Platform,Poetry Recitation (Female),Video ,No,No,No,Yes,1,4,F,FALSE,1,1
975,Platform,Illustrated Storytelling (Female),Video,No,Yes,No,Yes,1,4,F,FALSE,1,1
976,Platform,Ventriloquism (Female),Video,No,Yes,No,Yes,0,4,F,FALSE,1,1
977,Platform,Clown Act (Female),Video,No,Yes,No,Yes,1,4,F,FALSE,1,1
978,Platform,Famous Speech (Female),Video,Yes,No,No,Yes,1,4,F,FALSE,1,1
979,Platform,Preaching (Female),Video ,No,No,No,Yes,1,4,F,FALSE,1,1
1000,Scripture,Golden Apple Award,Document ,No,No,No,No,2,2,,FALSE,1,1
1001,Scripture,Golden Lamb Award,Document ,No,No,No,No,2,2,,FALSE,1,1
1002,Scripture,Golden Harp Award,Document ,No,No,No,No,2,2,,FALSE,1,1
1003,Scripture,Christian Soldier Award,Document ,No,No,No,No,2,2,,FALSE,1,1
1004,Scripture,Christian Worker Award,Document ,No,No,No,No,2,2,,FALSE,1,1
1005,Scripture,Silver Apple Award,Document ,No,No,No,No,2,2,,FALSE,1,1
1050,Scripture,Golden Apple Award,Document ,No,No,No,No,2,4,,FALSE,1,1
1051,Scripture,Golden Lamb Award,Document ,No,No,No,No,2,4,,FALSE,1,1
1052,Scripture,Golden Harp Award,Document ,No,No,No,No,2,4,,FALSE,1,1
1053,Scripture,Christian Soldier Award,Document ,No,No,No,No,2,4,,FALSE,1,1
1054,Scripture,Christian Worker Award,Document ,No,No,No,No,2,4,,FALSE,1,1
1055,Scripture,Silver Apple Award,Document ,No,No,No,No,2,4,,FALSE,1,1
1056,Scripture,Bible Memory,Nil,No,No,No,No,2,4,,FALSE,1,1
1057,Scripture,Bible Bowl,Nil,No,No,No,No,2,4,,TRUE,3,3
1058,Scripture,Group Bible Speaking,Video ,No,No,No,Yes,1,4,,TRUE,8,30
